title,artist_name,writer,gender,year,writer_is_artist,artist_gender,title_artist_name,Songwriter is Artist
34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,PETER LEE JOHNSON,m,2021,,f,34+35 by Ariana Grande Feat. Doja Cat & Megan Thee Stallion,0
Knife Talk,Drake Featuring 21 Savage & Project Pat,PETER LEE JOHNSON,m,2021,,m,Knife Talk by Drake Featuring 21 Savage & Project Pat,
Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,Peter Schroeder,m,2011,,m;f,Party Rock Anthem by LMFAO Featuring Lauren Bennett & GoonRock,
Can't Feel My Face,The Weeknd,Peter Svensson,m,2015,,m,Can't Feel My Face by The Weeknd,
Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,Pharrell Lanscilo Williams,m,2013,,m,Blurred Lines by Robin Thicke Featuring T.I. + Pharrell,
Get Lucky,Daft Punk Featuring Pharrell Williams,Pharrell Lanscilo Williams,m,2013,,m,Get Lucky by Daft Punk Featuring Pharrell Williams,
Happy,Pharrell Williams,Pharrell Lanscilo Williams,m,2014,,m,Happy by Pharrell Williams,
Havana,Camila Cabello Featuring Young Thug,Pharrell Lanscilo Williams,m,2017,,m;f,Havana by Camila Cabello Featuring Young Thug,
No Tears Left To Cry,Ariana Grande,Pharrell Williams,m,2018,,f,No Tears Left To Cry by Ariana Grande,0
Sicko Mode,Travis Scott,Phife Dawg,m,2018,,m,Sicko Mode by Travis Scott,
Billionaire,Travie McCoy Featuring Bruno Mars,Philip Martin Lawrence II,m,2010,,m,Billionaire by Travie McCoy Featuring Bruno Mars,
Grenade,Bruno Mars,Philip Martin Lawrence II,m,2010,,m,Grenade by Bruno Mars,
Just The Way You Are,Bruno Mars,Philip Martin Lawrence II,m,2010,,m,Just The Way You Are by Bruno Mars,
Nothin' On You,B.o.B Featuring Bruno Mars,Philip Martin Lawrence II,m,2010,,m,Nothin' On You by B.o.B Featuring Bruno Mars,
F**k You! (Forget You),Cee Lo Green,Philip Martin Lawrence II,m,2011,,m,F**k You! (Forget You) by Cee Lo Green,
It Will Rain,Bruno Mars,Philip Martin Lawrence II,m,2011,,m,It Will Rain by Bruno Mars,
Lighters,Bad Meets Evil Featuring Bruno Mars,Philip Martin Lawrence II,m,2011,,m,Lighters by Bad Meets Evil Featuring Bruno Mars,
The Lazy Song,Bruno Mars,Philip Martin Lawrence II,m,2011,,m,The Lazy Song by Bruno Mars,
Locked Out Of Heaven,Bruno Mars,Philip Martin Lawrence II,m,2012,,m,Locked Out Of Heaven by Bruno Mars,
Treasure,Bruno Mars,Philip Martin Lawrence II,m,2013,,m,Treasure by Bruno Mars,
When I Was Your Man,Bruno Mars,Philip Martin Lawrence II,m,2013,,m,When I Was Your Man by Bruno Mars,
Uptown Funk!,Mark Ronson Featuring Bruno Mars,Philip Martin Lawrence II,m,2014,,m,Uptown Funk! by Mark Ronson Featuring Bruno Mars,
24K Magic,Bruno Mars,Philip Martin Lawrence II,m,2016,,m,24K Magic by Bruno Mars,
That's What I Like,Bruno Mars,Philip Martin Lawrence II,m,2017,,m,That's What I Like by Bruno Mars,
Finesse,Bruno Mars & Cardi B,Philip Martin Lawrence II,m,2018,,m;f,Finesse by Bruno Mars & Cardi B,
Lean On,Major Lazer & DJ Snake Featuring MO,Philip Meckseper,m,2015,,m;f,Lean On by Major Lazer & DJ Snake Featuring MO,
Cold Water,Major Lazer Featuring Justin Bieber & MO,Philip Meckseper,m,2016,,m;f,Cold Water by Major Lazer Featuring Justin Bieber & MO,
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,Philippe Greiss,m,2020,,m,Savage Love (Laxed - Siren Beat) by Jawsh 685 x Jason Derulo,
Go Crazy,Chris Brown & Young Thug,PHILLIP GLEN PRICE,m,2021,,m,Go Crazy by Chris Brown & Young Thug,
In My Feelings,Drake,Phillip Price,m,2018,,m,In My Feelings by Drake,
Nice For What,Drake,Phillip Price,m,2018,,m,Nice For What by Drake,
Treasure,Bruno Mars,Phredley Brown,m,2013,,m,Treasure by Bruno Mars,
We Can't Stop,Miley Cyrus,"Pierre Ramon \P-Nasty\"" Slaughter""",m,2013,,nb,We Can't Stop by Miley Cyrus,
Wild Ones,Flo Rida Featuring Sia,Pierre-Antione Melki,m,2012,,m;f,Wild Ones by Flo Rida Featuring Sia,
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",Plain Pat,m,2020,,m,"The Scotts by THE SCOTTS, Travis Scott & Kid Cudi",
Rapstar,Polo G,Polo G,m,2021,,m,Rapstar by Polo G,1
Feel It Still,Portugal. The Man,Portugal. The Man,m,2017,,m,Feel It Still by Portugal. The Man,1
Psycho,Post Malone Featuring Ty Dolla $ign,Post Malone,m,2018,,m,Psycho by Post Malone Featuring Ty Dolla $ign,1
Sunflower,Post Malone & Swae Lee,Post Malone,m,2018,,m,Sunflower by Post Malone & Swae Lee,1
Circles,Post Malone,Post Malone,m,2019,,m,Circles by Post Malone,1
Rockstar,DaBaby Featuring Roddy Ricch,Post Malone,m,2020,,m,Rockstar by DaBaby Featuring Roddy Ricch,
Timber,Pitbull Featuring Ke$ha,Priscilla Renea Hamilton,f,2013,,m;f,Timber by Pitbull Featuring Ke$ha,0
Sicko Mode,Travis Scott,Q-Tip,m,2018,,m,Sicko Mode by Travis Scott,
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne","Quavious \Quavo\"" Kayate Marshall""",m,2017,,m,"I'm The One by DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",
Bad And Boujee,Migos Featuring Lil Uzi Vert,"Quavious \Quavo\"" Kayate Marshall""",m,2017,,m;nb,Bad And Boujee by Migos Featuring Lil Uzi Vert,
No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",QUAVIOUS KEYATE MARSHALL,m,2018,,m,"No Brainer by DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",
Intentions,Justin Bieber Featuring Quavo,QUAVIOUS KEYATE MARSHALL,m,2020,,m,Intentions by Justin Bieber Featuring Quavo,
Fair Trade,Drake Featuring Travis Scott,R S ANTOINE,pm,2021,,m,Fair Trade by Drake Featuring Travis Scott,
Black Beatles,Rae Sremmurd Featuring Gucci Mane,"Radric \Gucci Mane\"" Delantic Davis""",m,2016,,m,Black Beatles by Rae Sremmurd Featuring Gucci Mane,
Nice For What,Drake,Raekwon,m,2018,,m,Nice For What by Drake,
The Bigger Picture,Lil Baby,RAI SHAUN DEVANTE WILLIAMS,m,2020,,m,The Bigger Picture by Lil Baby,
Good For You,Selena Gomez Featuring A$AP Rocky,"Rakim \A$AP Rocky\"" A. Mayers""",m,2015,,m;f,Good For You by Selena Gomez Featuring A$AP Rocky,
No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,"Rakim \A$AP Rocky\"" A. Mayers""",m,2018,,m;f,No Limit by G-Eazy Featuring A$AP Rocky & Cardi B,
Knife Talk,Drake Featuring 21 Savage & Project Pat,RAKIM MAYERS,m,2021,,m,Knife Talk by Drake Featuring 21 Savage & Project Pat,
Rain On Me,Lady Gaga & Ariana Grande,Rami,m,2020,,f,Rain On Me by Lady Gaga & Ariana Grande,0
Starships,Nicki Minaj,Rami Yacoub,m,2012,,f,Starships by Nicki Minaj,0
Live While We're Young,One Direction,Rami Yacoub,m,2012,,m,Live While We're Young by One Direction,
What Makes You Beautiful,One Direction,Rami Yacoub,m,2012,,m,What Makes You Beautiful by One Direction,
Big Energy,Latto,RANDALL AVERY HAMMERS,m,2022,,f,Big Energy by Latto,0
Wild Ones,Flo Rida Featuring Sia,Raphael Judrin,m,2012,,m;f,Wild Ones by Flo Rida Featuring Sia,
Drunk In Love,Beyonce Featuring Jay Z,Rasool Diaz,m,2014,,m;f,Drunk In Love by Beyonce Featuring Jay Z,
Industry Baby,Lil Nas X & Jack Harlow,Raul Cubina,m,2021,,m,Industry Baby by Lil Nas X & Jack Harlow,
Please Me,Cardi B & Bruno Mars,RAY CHARLES MCCULLOUGH,m,2019,,m;f,Please Me by Cardi B & Bruno Mars,
That's What I Like,Bruno Mars,Ray Charles McCullough II,m,2017,,m,That's What I Like by Bruno Mars,
Finesse,Bruno Mars & Cardi B,Ray Charles McCullough II,m,2018,,m;f,Finesse by Bruno Mars & Cardi B,
Killshot,Eminem,RAY ILLYA FRASER,m,2018,,m,Killshot by Eminem,
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",Ray Jacobs,m,2017,,m,"I'm The One by DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",
That's What I Like,Bruno Mars,Ray Romulus,m,2017,,m,That's What I Like by Bruno Mars,
Finesse,Bruno Mars & Cardi B,Ray Romulus,m,2018,,m;f,Finesse by Bruno Mars & Cardi B,
Please Me,Cardi B & Bruno Mars,RAY ROMULUS,m,2019,,m;f,Please Me by Cardi B & Bruno Mars,
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,"Raymond \Ramon\"" Luis \""Daddy Yankee\"" Ayala Rodriguez""",m,2017,,m,Despacito by Luis Fonsi & Daddy Yankee Featuring Justin Bieber,
Havana,Camila Cabello Featuring Young Thug,"Raymond \Ramon\"" Luis \""Daddy Yankee\"" Ayala Rodriguez""",m,2017,,m;f,Havana by Camila Cabello Featuring Young Thug,
Shivers,Ed Sheeran,REILLY KAREN ANNE O,f,2021,,m,Shivers by Ed Sheeran,0
In My Feelings,Drake,Rex Zamor,m,2018,,m,In My Feelings by Drake,
Lights,Ellie Goulding,"Richard \Biff\"" Stannard""",m,2012,,f,Lights by Ellie Goulding,0
Where Have You Been,Rihanna,"Richard Adam \Calvin Harris\"" Wiles""",m,2012,,f,Where Have You Been by Rihanna,0
We Found Love,Rihanna Featuring Calvin Harris,"Richard Adam \Calvin Harris\"" Wiles""",m,2011,,m;f,We Found Love by Rihanna Featuring Calvin Harris,
This Is What You Came For,Calvin Harris Featuring Rihanna,"Richard Adam \Calvin Harris\"" Wiles""",m,2016,,m;f,This Is What You Came For by Calvin Harris Featuring Rihanna,
Bad Things,Machine Gun Kelly x Camila Cabello,"Richard Colson \Machine Gun Kelly\"" Baker""",m,2017,,m;f,Bad Things by Machine Gun Kelly x Camila Cabello,
Look What You Made Me Do,Taylor Swift,Richard Fairbrass,m,2017,,f,Look What You Made Me Do by Taylor Swift,0
Way 2 Sexy,Drake Featuring Future & Young Thug,Richard Fairbrass,m,2021,,m,Way 2 Sexy by Drake Featuring Future & Young Thug,
Sicko Mode,Travis Scott,Richard Finch,m,2018,,m,Sicko Mode by Travis Scott,
Just A Dream,Nelly,"Richard Preston \Rico Love\"" Butler",m,2010,,m,Just A Dream by Nelly,
Without You,David Guetta Featuring Usher,"Richard Preston \Rico Love\"" Butler",m,2011,,m,Without You by David Guetta Featuring Usher,
7 Rings,Ariana Grande,Richard Rodgers,m,2019,,f,7 Rings by Ariana Grande,0
Super Freaky Girl,Nicki Minaj,RICK JAMES,m,2022,,f,Super Freaky Girl by Nicki Minaj,0
Berzerk,Eminem,Rick Rubin,m,2013,,m,Berzerk by Eminem,
Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",Rickard B. Goransson,m,2014,,f,"Bang Bang by Jessie J, Ariana Grande & Nicki Minaj",0
Watch Me,Silento,Ricky L. Hawk,m,2015,,m,Watch Me by Silento,
We Can't Stop,Miley Cyrus,Ricky M. L. Walters,m,2013,,nb,We Can't Stop by Miley Cyrus,
Truth Hurts,Lizzo,Ricky Reed,m,2019,,f,Truth Hurts by Lizzo,0
Life Goes On,BTS,RM,m,2020,,m,Life Goes On by BTS,
Butter,BTS,RM,m,2021,,m,Butter by BTS,
My Universe,Coldplay x BTS,RM,m,2021,,m,My Universe by Coldplay x BTS,
Super Bass,Nicki Minaj,Roahn Hylton,m,2011,,f,Super Bass by Nicki Minaj,0
Butter,BTS,Rob Grimaldi,m,2021,,m,Butter by BTS,
Smoke Gets In Your Eyes,The Platters,Jerome Kern,m,1958,,m;f,Smoke Gets In Your Eyes by The Platters,
Smoke Gets In Your Eyes,The Platters,Otto Harbach,m,1958,,m;f,Smoke Gets In Your Eyes by The Platters,
"To Know Him, Is To Love Him",The Teddy Bears,Philip Spector,m,1958,,m;f,"To Know Him, Is To Love Him by The Teddy Bears",
The Three Bells,The Browns,Bert Reisfield,m,1959,,m;f,The Three Bells by The Browns,
Mr. Blue,The Fleetwoods,DeWayne Blackwell,m,1959,,m;f,Mr. Blue by The Fleetwoods,
Come Softly To Me,The Fleetwoods,Gary Troxel,m,1959,,m;f,Come Softly To Me by The Fleetwoods,
"Kookie, Kookie (Lend Me Your Comb)",Edward Byrnes & Connie Stevens,Irving Taylor,m,1959,,m;f,"Kookie, Kookie (Lend Me Your Comb) by Edward Byrnes & Connie Stevens",
The Three Bells,The Browns,Jean Villard,m,1959,,m;f,The Three Bells by The Browns,
The Old Lamplighter,The Browns Featuring Jim Edward Brown,Charles Tobias,m,1960,,m;f,The Old Lamplighter by The Browns Featuring Jim Edward Brown,
Baby (You've Got What It Takes),Dinah Washington & Brook Benton,Clyde Otis,m,1960,,m;f,Baby (You've Got What It Takes) by Dinah Washington & Brook Benton,
A Thousand Stars,Kathy Young With The Innocents,Eugene Pearson,m,1960,,m;f,A Thousand Stars by Kathy Young With The Innocents,
The Old Lamplighter,The Browns Featuring Jim Edward Brown,Nat Simon,m,1960,,m;f,The Old Lamplighter by The Browns Featuring Jim Edward Brown,
The Mountain's High,Dick and DeeDee,Dick St. John (Dick Gosting),m,1961,,m;f,The Mountain's High by Dick and DeeDee,
The Wah Watusi,The Orlons,Dave Appel,m,1962,,m;f,The Wah Watusi by The Orlons,
Don't Hang Up,The Orlons,Dave Appell,m,1962,,m;f,Don't Hang Up by The Orlons,
Slow Twistin',Chubby Checker (with Dee Dee Sharp),John Sheldon,m,1962,,m;f,Slow Twistin' by Chubby Checker (with Dee Dee Sharp),
Don't Hang Up,The Orlons,Kal Mann,m,1962,,m;f,Don't Hang Up by The Orlons,
The Wah Watusi,The Orlons,Kal Mann,m,1962,,m;f,The Wah Watusi by The Orlons,
Cry Baby,Garnet Mimms & The Enchanters,Bert Russell,m,1963,,m;f,Cry Baby by Garnet Mimms & The Enchanters,
Tell Him,The Exciters,Bert Russell (Bert Berns),m,1963,,m;f,Tell Him by The Exciters,
Walk Right In,The Rooftop Singers,Bill Svanoe,m,1963,,m;f,Walk Right In by The Rooftop Singers,
Blowin' In The Wind,"Peter, Paul & Mary",Bob Dylan,m,1963,,m;f,"Blowin' In The Wind by Peter, Paul & Mary",
Our Day Will Come,Ruby And The Romantics,Bob Hilliard,m,1963,,m;f,Our Day Will Come by Ruby And The Romantics,
South Street,The Orlons,Dave Appel,m,1963,,m;f,South Street by The Orlons,
I'm Leaving It Up To You,Dale & Grace,Dewey Terry,m,1963,,m;f,I'm Leaving It Up To You by Dale & Grace,
I'm Leaving It Up To You,Dale & Grace,Don F. Harris,m,1963,,m;f,I'm Leaving It Up To You by Dale & Grace,
Walk Right In,The Rooftop Singers,Erik Darling,m,1963,,m;f,Walk Right In by The Rooftop Singers,
Walk Right In,The Rooftop Singers,Gus Cannon,m,1963,,m;f,Walk Right In by The Rooftop Singers,
Walk Right In,The Rooftop Singers,Hosea Woods,m,1963,,m;f,Walk Right In by The Rooftop Singers,
South Street,The Orlons,Kal Mann,m,1963,,m;f,South Street by The Orlons,
Puff (The Magic Dragon),"Peter, Paul & Mary",Leonard Lipton,m,1963,,m;f,"Puff (The Magic Dragon) by Peter, Paul & Mary",
Deep Purple,Nino Tempo & April Stevens,Mitchell Parish,m,1963,,m;f,Deep Purple by Nino Tempo & April Stevens,
Our Day Will Come,Ruby And The Romantics,Mort Garson,m,1963,,m;f,Our Day Will Come by Ruby And The Romantics,
Cry Baby,Garnet Mimms & The Enchanters,Norman Meade,m,1963,,m;f,Cry Baby by Garnet Mimms & The Enchanters,
Deep Purple,Nino Tempo & April Stevens,Peter DeRose,m,1963,,m;f,Deep Purple by Nino Tempo & April Stevens,
Puff (The Magic Dragon),"Peter, Paul & Mary",Peter Yarrow,m,1963,,m;f,"Puff (The Magic Dragon) by Peter, Paul & Mary",
Hey Paula,Paul and Paula,Ray Hildebrand,m,1963,,m;f,Hey Paula by Paul and Paula,
Easier Said Than Done,The Essex,William Linton,m,1963,,m;f,Easier Said Than Done by The Essex,
Have I The Right?,The Honeycombs,Alan Blaikley,m,1964,,m;f,Have I The Right? by The Honeycombs,
The Girl From Ipanema,Stan Getz/Astrud Gilberto,Antonio Carlos Jobim,m,1964,,m;f,The Girl From Ipanema by Stan Getz/Astrud Gilberto,
Love Me With All Your Heart (Cuando Calienta El Sol),The Ray Charles Singers,Carlos Rigual,m,1964,,m;f,Love Me With All Your Heart (Cuando Calienta El Sol) by The Ray Charles Singers,
Let It Be Me,Betty Everett & Jerry Butler,Gilbert Becaud,m,1964,,m;f,Let It Be Me by Betty Everett & Jerry Butler,
Have I The Right?,The Honeycombs,Howard Blaikley,m,1964,,m;f,Have I The Right? by The Honeycombs,
Let It Be Me,Betty Everett & Jerry Butler,Mann Curtis,m,1964,,m;f,Let It Be Me by Betty Everett & Jerry Butler,
Love Me With All Your Heart (Cuando Calienta El Sol),The Ray Charles Singers,Michael Vaughn,m,1964,,m;f,Love Me With All Your Heart (Cuando Calienta El Sol) by The Ray Charles Singers,
The Girl From Ipanema,Stan Getz/Astrud Gilberto,Norman Gimbel,m,1964,,m;f,The Girl From Ipanema by Stan Getz/Astrud Gilberto,
The Girl From Ipanema,Stan Getz/Astrud Gilberto,Vinicius de Moraes,m,1964,,m;f,The Girl From Ipanema by Stan Getz/Astrud Gilberto,
I Got You Babe,Sonny & Cher,Sonny Bono,m,1965,,m;f,I Got You Babe by Sonny & Cher,
I'll Never Find Another You,The Seekers,Tom Springfield (Dion O'Brien),m,1965,,m;f,I'll Never Find Another You by The Seekers,
I Saw Her Again,The Mamas & The Papas,Dennis Doherty,m,1966,,m;f,I Saw Her Again by The Mamas & The Papas,
California Dreamin',The Mamas & The Papas,John Phillips,m,1966,,m;f,California Dreamin' by The Mamas & The Papas,
I Saw Her Again,The Mamas & The Papas,John Phillips,m,1966,,m;f,I Saw Her Again by The Mamas & The Papas,
"Monday, Monday",The Mamas & The Papas,John Phillips,m,1966,,m;f,"Monday, Monday by The Mamas & The Papas",
I Second That Emotion,Smokey Robinson & The Miracles,Alfred Cleveland,m,1967,,m;f,I Second That Emotion by Smokey Robinson & The Miracles,
"The Rain, The Park & Other Things",The Cowsills,Artie Kornfeld,m,1967,,m;f,"The Rain, The Park & Other Things by The Cowsills",
I Heard It Through The Grapevine,Gladys Knight And The Pips,Barrett Strong,m,1967,,m;f,I Heard It Through The Grapevine by Gladys Knight And The Pips,
Somethin' Stupid,Nancy Sinatra & Frank Sinatra,C. Carson Parks,m,1967,,m;f,Somethin' Stupid by Nancy Sinatra & Frank Sinatra,
Somebody To Love,Jefferson Airplane,Darby Slick,m,1967,,m;f,Somebody To Love by Jefferson Airplane,
Georgy Girl,The Seekers,Jim Dale,m,1967,,m;f,Georgy Girl by The Seekers,
Creeque Alley,The Mamas & The Papas,John Phillips,m,1967,,m;f,Creeque Alley by The Mamas & The Papas,
Words Of Love,The Mamas & The Papas,John Phillips,m,1967,,m;f,Words Of Love by The Mamas & The Papas,
Dedicated To The One I Love,The Mamas & The Papas,Lowman Pauling,m,1967,,m;f,Dedicated To The One I Love by The Mamas & The Papas,
Your Precious Love,Marvin Gaye & Tammi Terrell,Nickolas Ashford,m,1967,,m;f,Your Precious Love by Marvin Gaye & Tammi Terrell,
I Heard It Through The Grapevine,Gladys Knight And The Pips,Norman Whitfield,m,1967,,m;f,I Heard It Through The Grapevine by Gladys Knight And The Pips,
Dedicated To The One I Love,The Mamas & The Papas,Ralph Bass,m,1967,,m;f,Dedicated To The One I Love by The Mamas & The Papas,
"The Rain, The Park & Other Things",The Cowsills,Steve Duboff,m,1967,,m;f,"The Rain, The Park & Other Things by The Cowsills",
Georgy Girl,The Seekers,Tom Springfield (Dion O'Brien),m,1967,,m;f,Georgy Girl by The Seekers,
I Second That Emotion,Smokey Robinson & The Miracles,"William ""Smokey"" Robinson",m,1967,,m;f,I Second That Emotion by Smokey Robinson & The Miracles,
The Look Of Love,Sergio Mendes & Brasil '66,Burt Bacharach,m,1968,,m;f,The Look Of Love by Sergio Mendes & Brasil '66,
The Look Of Love,Sergio Mendes & Brasil '66,Hal David,m,1968,,m;f,The Look Of Love by Sergio Mendes & Brasil '66,
Just Dropped In (To See What Condition My Condition Was In),The First Edition,Mickey Newbury,m,1968,,m;f,Just Dropped In (To See What Condition My Condition Was In) by The First Edition,
"Sugar, Sugar",The Archies,Andy Kim,m,1969,,m;f,"Sugar, Sugar by The Archies",
Oh Happy Day,The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,Edwin R. Hawkins,m,1969,,m;f,Oh Happy Day by The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,
Hair,The Cowsills,Galt MacDermot,m,1969,,m;f,Hair by The Cowsills,
Aquarius/Let The Sunshine In,The 5th Dimension,Galt McDermont,m,1969,,m;f,Aquarius/Let The Sunshine In by The 5th Dimension,
Aquarius/Let The Sunshine In,The 5th Dimension,Gerome Ragni,m,1969,,m;f,Aquarius/Let The Sunshine In by The 5th Dimension,
Hair,The Cowsills,Gerome Ragni,m,1969,,m;f,Hair by The Cowsills,
Grazing In The Grass,The Friends Of Distinction,Harry Elston,m,1969,,m;f,Grazing In The Grass by The Friends Of Distinction,
Love (Can Make You Happy),Mercy,Jack Sigler,m,1969,,m;f,Love (Can Make You Happy) by Mercy,
Aquarius/Let The Sunshine In,The 5th Dimension,James Rado,m,1969,,m;f,Aquarius/Let The Sunshine In by The 5th Dimension,
Hair,The Cowsills,James Rado,m,1969,,m;f,Hair by The Cowsills,
"Sugar, Sugar",The Archies,Jeff Barry,m,1969,,m;f,"Sugar, Sugar by The Archies",
I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations,Jerry Ross,m,1969,,m;f,I'm Gonna Make You Love Me by Diana Ross And The Supremes & The Temptations,
Worst That Could Happen,Brooklyn Bridge,Jimmy Webb,m,1969,,m;f,Worst That Could Happen by Brooklyn Bridge,
Leaving On A Jet Plane,"Peter, Paul & Mary",John Denver,m,1969,,m;f,"Leaving On A Jet Plane by Peter, Paul & Mary",
I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations,Kenny Gamble,m,1969,,m;f,I'm Gonna Make You Love Me by Diana Ross And The Supremes & The Temptations,
Grazing In The Grass,The Friends Of Distinction,Philemon Hou,m,1969,,m;f,Grazing In The Grass by The Friends Of Distinction,
Everyday People,Sly & The Family Stone,Sly Stone,m,1969,,m;f,Everyday People by Sly & The Family Stone,
Hot Fun In The Summertime,Sly & The Family Stone,Sylvester Stewart,m,1969,,m;f,Hot Fun In The Summertime by Sly & The Family Stone,
The Tears Of A Clown,Smokey Robinson & The Miracles,Smokey Robinson,m,1970,,m;f,The Tears Of A Clown by Smokey Robinson & The Miracles,1
(They Long To Be) Close To You,Carpenters,Burt Bacharach,m,1970,,m;f,(They Long To Be) Close To You by Carpenters,
One Less Bell To Answer,The 5th Dimension,Burt Bacharach,m,1970,,m;f,One Less Bell To Answer by The 5th Dimension,
(They Long To Be) Close To You,Carpenters,Hal David,m,1970,,m;f,(They Long To Be) Close To You by Carpenters,
One Less Bell To Answer,The 5th Dimension,Hal David,m,1970,,m;f,One Less Bell To Answer by The 5th Dimension,
The Tears Of A Clown,Smokey Robinson & The Miracles,Hank Cosby,m,1970,,m;f,The Tears Of A Clown by Smokey Robinson & The Miracles,
Candida,Dawn,Irwin Levine,m,1970,,m;f,Candida by Dawn,
Knock Three Times,Dawn,Irwin Levine,m,1970,,m;f,Knock Three Times by Dawn,
Knock Three Times,Dawn,L. Russell Brown,m,1970,,m;f,Knock Three Times by Dawn,
We've Only Just Begun,Carpenters,Paul Williams,m,1970,,m;f,We've Only Just Begun by Carpenters,
Venus,The Shocking Blue,Robbie van Leeuwen,m,1970,,m;f,Venus by The Shocking Blue,
We've Only Just Begun,Carpenters,Roger Nichols,m,1970,,m;f,We've Only Just Begun by Carpenters,
Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star,Sly & The Family Stone,Sly Stone,m,1970,,m;f,Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star by Sly & The Family Stone,
The Tears Of A Clown,Smokey Robinson & The Miracles,Stevie Wonder,m,1970,,m;f,The Tears Of A Clown by Smokey Robinson & The Miracles,
Which Way You Goin' Billy?,The Poppy Family (Featuring Susan Jacks),Terry Jacks,m,1970,,m;f,Which Way You Goin' Billy? by The Poppy Family (Featuring Susan Jacks),
